Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackIsComp,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteIsComp,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment
FICS rated standard game,FICS freechess.org,2022.11.26,?,ArasanX,exeComp,1/2-1/2,0:20:00.000,2713,Yes,37.9,A25,512999754,237,14:27:00,1200+5,0:20:00.000,2770,Yes,40.4,20.325,-0.7974683544303798,-0.23076923076923078,4.083063291139242,2.4944177215189876,0.7712179487179489,[%emt 0.283] Neither player has mating material
FICS rated standard game,FICS freechess.org,2022.11.26,?,nraravind,pietroa,0-1,0:45:00.000,2151,,116.1,D34,512999745,78,12:31:00,2700+45,0:45:00.000,2084,,125.5,54.48148148148148,66.34615384615384,-406.92,8.256192307692308,27.246769230769225,17.414080000000002,[%emt 57.056] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,0-1,0:15:00.000,2111,,41.5,C67,512999525,120,14:09:00,900+5,0:15:00.000,2285,Yes,38.8,18.048780487804876,-201.0,-612.5641025641025,1.1687249999999998,3.2156,2.7329743589743587,[%emt 5.059] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Floerkeli,hastrman,0-1,0:15:00.000,2030,Yes,21.4,A36,512999452,52,14:20:00,900+0,0:15:00.000,1993,,20.4,-3.111111111111111,-251.2941176470588,-594.2941176470588,0.4565882352941176,2.982470588235294,3.2200588235294116,[%emt 15.674] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,hastrman,Floerkeli,1-0,0:15:00.000,2001,,20.5,A46,512999407,57,14:09:00,900+0,0:15:00.000,2022,Yes,21.4,-74.3,-226.57894736842104,130.1875,1.4127894736842104,2.979947368421053,2.7535,[%emt 10.562] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2280,Yes,38.9,C67,512999359,31,14:04:00,900+5,0:15:00.000,2116,,41.8,38.81818181818182,-104.8,-423.4,0.12930000000000003,3.2634,1.8567,[%emt 3.02] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,mindlin,kurumim,0-1,0:45:00.000,2258,,91.4,B02,512999341,58,12:07:00,2700+45,0:45:00.000,2025,,104.6,57.9,101.0,-229.89473684210526,12.475210526315792,33.60121052631579,5.329473684210527,[%emt 3.546] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1-0,0:15:00.000,2121,,42.0,D61,512999334,67,13:47:00,900+5,0:15:00.000,2275,Yes,39.1,38.34782608695652,-38.95454545454545,84.13636363636364,1.3374090909090908,4.404318181818182,3.301681818181818,[%emt 0.307] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2270,Yes,39.3,C42,512999257,58,13:28:00,900+5,0:15:00.000,2126,,42.2,40.65,71.52631578947368,-7.105263157894737,0.6311052631578948,2.8065789473684206,3.7698421052631583,[%emt 18.515] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Hechessmaster,pingupenguin,1-0,0:45:00.000,2064,,55.9,B02,512998912,81,11:01:00,2700+45,0:45:00.000,1949,,78.1,24.392857142857142,128.03703703703704,356.9166666666667,11.523592592592594,13.299555555555557,14.928076923076922,[%emt 6.293] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,blore,kunde,1-0,0:15:00.000,2075,,38.3,C41,512998718,74,11:57:00,900+0,0:15:00.000,2000,,26.9,57.84,98.375,433.72916666666663,1.441,2.3880416666666666,1.3357500000000002,[%emt 0.758] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Koosals,damouno,1-0,0:15:00.000,2280,,49.7,A40,512998692,65,11:58:00,900+0,0:15:00.000,1830,,26.5,-7.454545454545454,-252.71428571428572,-39.25,0.8778571428571428,2.320809523809524,1.736142857142857,[%emt 4.068] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.11.26,?,exeComp,ArasanX,1/2-1/2,0:20:00.000,2771,Yes,40.6,D97,512998675,155,11:22:00,1200+5,0:20:00.000,2712,Yes,38.0,36.71153846153846,41.588235294117645,12.627450980392156,2.414,3.2537254901960777,0.9960588235294118,[%emt 26.322] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.26,?,damouno,rodnojo,1-0,0:15:00.000,2029,,29.6,A02,512998584,63,11:45:00,900+0,0:15:00.000,2277,,49.8,-14.545454545454545,26.333333333333332,366.5,0.5330476190476191,1.3301904761904761,3.0924500000000004,[%emt 1.385] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,mcstorytaller,damouno,0-1,0:15:00.000,2275,,50.1,C02,512998488,118,11:25:00,900+0,0:15:00.000,1891,,27.4,-33.675,-81.48717948717949,-472.97435897435895,0.8402820512820511,2.639333333333333,1.631230769230769,[%emt 2.443] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1/2-1/2,0:15:00.000,2123,,42.5,C55,512998362,210,10:49:00,900+5,0:15:00.000,2273,Yes,39.5,66.61971830985915,-25.042857142857144,9.826086956521738,2.558185714285714,2.551685714285714,0.8392173913043478,[%emt 2.099] Game drawn by mutual agreement
FICS rated standard game,FICS freechess.org,2022.11.26,?,damouno,mcstorytaller,0-1,0:15:00.000,1876,,27.4,A02,512998344,118,11:12:00,900+0,0:15:00.000,2290,,50.3,36.975,-35.256410256410255,-460.6875,0.646128205128205,1.3545384615384617,0.9081282051282054,[%emt 1.775] White checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,ArasanX,exeComp,1-0,0:20:00.000,2719,Yes,38.2,B81,512998323,119,10:38:00,1200+5,0:20:00.000,2764,Yes,40.8,96.475,138.76923076923077,228.02941176470588,4.831358974358974,4.234025641025641,1.493089743589743,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,mcstorytaller,damouno,0-1,0:15:00.000,2289,,50.5,B30,512998251,82,11:06:00,900+0,0:15:00.000,1877,,27.5,-13.214285714285714,-297.18518518518516,-658.56,0.46211111111111114,0.6077407407407407,0.752962962962963,[%emt 2.554] White checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,damouno,Koosals,1-0,0:15:00.000,1823,,26.5,A02,512998208,37,11:00:00,900+0,0:15:00.000,2288,,50.6,66.07692307692308,266.4166666666667,469.8,0.9619166666666666,1.4665,1.5379166666666666,[%emt 0.1] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,exeComp,ArasanX,1/2-1/2,0:20:00.000,2765,Yes,41.1,B90,512997963,121,09:52:00,1200+5,0:20:00.000,2718,Yes,38.4,25.48780487804878,19.0,2.975,2.66445,6.17775,1.58005,[%emt 0.1] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,1-0,0:15:00.000,2285,Yes,39.7,C68,512997873,101,09:49:00,900+5,0:15:00.000,2111,,42.8,2.911764705882353,-110.84848484848484,520.8787878787879,1.2564848484848485,3.1145151515151515,2.982878787878788,[%emt 4.147] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1-0,0:15:00.000,2116,,43.0,C28,512997719,129,09:09:00,900+5,0:15:00.000,2280,Yes,39.9,32.04545454545455,15.511627906976743,99.9047619047619,2.30546511627907,3.2912790697674414,2.583285714285714,[%emt 10.597] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2275,Yes,40.1,B90,512997475,44,08:55:00,900+5,0:15:00.000,2121,,43.3,31.266666666666666,-38.785714285714285,-222.75,0.23114285714285712,3.1392857142857147,3.377821428571429,[%emt 8.049] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1/2-1/2,0:15:00.000,2118,,43.6,D61,512997306,143,07:54:00,900+5,0:15:00.000,2278,Yes,40.3,74.375,-140.48936170212767,-27.095744680851062,2.2980851063829792,3.26668085106383,1.954478723404255,[%emt 27.997] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.26,?,kamenozrout,ynode,0-1,0:15:00.000,2636,Yes,140.4,D20,512997121,76,07:34:00,900+0,0:15:00.000,2186,Yes,52.6,30.307692307692307,-166.92,-575.96,1.13048,3.442640000000001,1.78404,[%emt 1.557] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,1-0,0:15:00.000,2290,Yes,40.5,C65,512997118,117,07:19:00,900+5,0:15:00.000,2106,,43.9,-13.125,-0.717948717948718,454.44736842105266,1.9276923076923076,3.3408974358974364,2.6056315789473685,[%emt 6.235] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1-0,0:15:00.000,2110,,44.1,C67,512996942,54,07:05:00,900+5,0:15:00.000,2286,Yes,40.7,24.263157894736842,-31.333333333333332,163.8235294117647,0.2201111111111111,2.907111111111111,2.7994117647058827,[%emt 26.303] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2282,Yes,40.9,B12,512996876,26,06:58:00,900+5,0:15:00.000,2114,,44.4,27.333333333333332,52.75,-77.0625,0.27675,2.69575,6.8618749999999995,[%emt 0.244] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Ruvarashe,exeComp,0-1,0:15:00.000,2718,Yes,38.6,B22,512996850,14,06:44:00,900+5,0:15:00.000,1760,,62.4,14.0,-1.25,11.5,0.65925,0.38675000000000004,11.632249999999999,[%emt 0.1] White forfeits on time
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1-0,0:15:00.000,2119,,44.7,E47,512996812,65,06:28:00,900+5,0:15:00.000,2277,Yes,41.1,-8.909090909090908,-177.85714285714286,8.023809523809526,1.5846666666666667,3.6795238095238094,5.222452380952381,[%emt 0.312] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,exeComp,Ruvarashe,1-0,0:15:00.000,1760,,62.4,B90,512996776,39,06:17:00,900+5,0:15:00.000,2718,Yes,38.6,37.5,36.30769230769231,61.583333333333336,0.611153846153846,14.10369230769231,7.707583333333332,[%emt 58.128] Black forfeits on time
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2272,Yes,41.3,C68,512996709,52,06:11:00,900+5,0:15:00.000,2124,,45.0,-15.0,-133.0,-330.7647058823529,1.0055882352941177,5.560411764705883,2.6138823529411765,[%emt 17.298] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Ruvarashe,exeComp,0-1,0:15:00.000,2718,Yes,38.6,E04,512996653,26,05:50:00,900+5,0:15:00.000,1760,,62.5,29.333333333333332,40.625,3.8125,2.41325,2.0383750000000003,6.0508125,[%emt 122.602] White forfeits on time
FICS rated standard game,FICS freechess.org,2022.11.26,?,konozrout,nthmaster,1/2-1/2,0:15:00.000,2121,,45.3,C65,512996635,83,05:37:00,900+5,0:15:00.000,2275,Yes,41.5,-26.214285714285715,-101.33333333333333,-62.666666666666664,1.9753333333333334,2.7305185185185183,2.710722222222222,[%emt 72.861] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.26,?,exeComp,Ruvarashe,1-0,0:15:00.000,1760,,62.5,C65,512996557,45,05:19:00,900+5,0:15:00.000,2718,Yes,38.5,19.5,41.666666666666664,76.42857142857143,0.5582666666666666,10.709066666666669,5.170857142857143,[%emt 0.1] Black forfeits on time
FICS rated standard game,FICS freechess.org,2022.11.26,?,pikozrout,nthmaster,1-0,0:15:00.000,2127,,45.6,C55,512996521,69,05:12:00,900+5,0:15:00.000,2232,Yes,59.9,9.75,-0.6956521739130435,9.863636363636363,2.3753478260869567,3.156478260869565,4.280181818181818,[%emt 13.513] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,nthmaster,konozrout,0-1,0:15:00.000,2270,Yes,41.8,C63,512996393,67,04:42:00,900+5,0:15:00.000,2132,,45.9,82.78260869565217,78.4090909090909,-166.5909090909091,2.001181818181818,4.189045454545456,5.482090909090909,[%emt 8.872] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,hastrman,JaiMan,0-1,0:15:00.000,1996,,22.1,D45,512995809,128,01:59:00,900+0,0:15:00.000,2040,Yes,21.2,60.395348837209305,49.69047619047619,-914.6071428571429,1.5439047619047617,2.3275952380952383,0.7013571428571428,[%emt 2.44] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,JaiMan,hastrman,0-1,0:15:00.000,2033,Yes,21.2,B50,512995761,128,01:35:00,900+0,0:15:00.000,2003,,22.2,-173.69767441860466,-648.9512195121952,-452.2651515151515,2.254928571428571,2.2370714285714284,1.2430119047619048,[%emt 1.532] White checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,hastrman,JaiMan,0-1,0:15:00.000,1994,,22.2,C41,512995705,142,01:13:00,900+0,0:15:00.000,2042,Yes,21.3,-6.833333333333333,-250.2127659574468,-1140.3297872340424,2.2363191489361705,1.8427659574468092,0.7170212765957445,[%emt 1.04] White resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,JaiMan,hastrman,1-0,0:15:00.000,2052,Yes,21.3,B30,512995666,49,01:04:00,900+0,0:15:00.000,1984,,22.2,27.0,4.8125,-69.7,2.0010000000000003,2.6504375000000002,1.699,[%emt 1.465] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.26,?,damouno,ranbirsingh,1-0,0:15:00.000,1766,,25.5,A03,512995661,31,01:09:00,900+0,0:15:00.000,2287,,50.6,-24.0,46.0,456.9,0.9597,1.3946,0.6765000000000001,[%emt 1.973] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,hastrman,JaiMan,1-0,0:15:00.000,1991,,22.3,C41,512995640,109,00:47:00,900+0,0:15:00.000,2045,Yes,21.3,-7.5675675675675675,105.16666666666667,786.2222222222222,1.573638888888889,2.219444444444444,1.1396388888888889,[%emt 5.16] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,JaiMan,hastrman,1-0,0:15:00.000,2055,Yes,21.3,C44,512995596,105,00:28:00,900+0,0:15:00.000,1981,,22.3,71.19444444444444,189.62857142857143,505.59375,3.2155142857142858,2.434,1.4262647058823528,[%emt 4.812] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.26,?,Notarious,Wisechill,1-0,0:15:00.000,1439,,58.3,C10,512995566,13,00:29:00,900+5,0:15:00.000,2805,Yes,47.9,33.6,65.0,83.25,2.4205,0.316,3.998,[%emt 35.868] Black forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.11.26,?,hastrman,JaiMan,1-0,0:15:00.000,1988,,22.3,D10,512995552,91,00:12:00,900+0,0:15:00.000,2048,Yes,21.4,78.03225806451613,406.46666666666664,787.1333333333333,2.6228666666666673,2.9002333333333334,1.3523666666666665,[%emt 5.67] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,1-0,0:15:00.000,2058,Yes,21.4,C47,512995513,135,23:52:00,900+0,0:15:00.000,1978,,22.4,19.23913043478261,476.9111111111111,1008.1704545454545,2.130088888888889,2.425422222222222,0.4540454545454546,[%emt 4.527] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,txbeda,blore,1-0,0:15:00.000,2028,,27.4,A00,512995472,43,23:40:00,900+0,0:15:00.000,2172,,76.1,5.4,234.5,558.125,1.9392857142857145,2.854142857142857,2.2585714285714293,[%emt 1.861] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,1-0,0:15:00.000,1984,,22.4,A21,512995471,63,23:37:00,900+0,0:15:00.000,2052,Yes,21.4,35.90909090909091,70.14285714285714,503.55555555555554,1.8533809523809524,3.1938095238095237,2.6372999999999998,[%emt 0.925] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,0-1,0:15:00.000,2045,Yes,21.4,B01,512995439,66,23:23:00,900+0,0:15:00.000,1991,,22.4,-14.434782608695652,-326.3181818181818,-654.1578947368421,2.411590909090909,3.4196818181818176,1.1174285714285717,[%emt 0.826] White checkmated
FICS rated standard game,FICS freechess.org,2022.11.25,?,blore,parshuram,1-0,0:15:00.000,2089,,152.4,A00,512995434,0,23:34:00,900+0,0:15:00.000,2019,,27.5,,,,,,,Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,parshuram,blore,0-1,0:15:00.000,2007,,27.6,B00,512995407,1,23:22:00,900+0,0:15:00.000,2210,,175.4,39.0,0.0,0.0,,0.0,0.0,[%emt 0.0] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,0-1,0:15:00.000,1981,,22.5,C25,512995403,122,23:02:00,900+0,0:15:00.000,2055,Yes,21.5,211.5609756097561,148.825,-99.23648648648648,2.40535,1.8404249999999998,0.7429874999999999,[%emt 1.841] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,blore,parshuram,0-1,0:15:00.000,2139,,194.2,C63,512995390,72,23:07:00,900+0,0:15:00.000,2013,,27.7,-1.08,-2.8333333333333335,-245.0,0.5957916666666666,0.9352499999999999,1.802739130434783,[%emt 6.266] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,1-0,0:15:00.000,2065,Yes,21.5,C44,512995360,75,22:47:00,900+0,0:15:00.000,1971,,22.5,-5.346153846153846,52.48,402.9166666666667,1.6730800000000001,3.0297199999999997,2.0299583333333335,[%emt 2.232] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,MFajri,Notarious,0-1,0:15:00.000,2805,Yes,47.9,C67,512995348,46,22:45:00,900+5,0:15:00.000,1618,,94.7,39.125,41.266666666666666,-76.46666666666667,0.8977999999999999,2.234466666666667,2.9919999999999995,[%emt 0.1] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,1-0,0:15:00.000,1977,,22.5,D61,512995317,47,22:39:00,900+0,0:15:00.000,2059,Yes,21.5,36.625,79.4,227.25,1.0252,3.4704666666666664,1.5842666666666665,[%emt 4.776] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,1/2-1/2,0:15:00.000,2061,Yes,21.5,C00,512995295,110,22:19:00,900+0,0:15:00.000,1975,,22.6,106.86486486486487,456.3333333333333,582.4930555555555,2.747722222222222,1.72,2.2414444444444444,[%emt 4.672] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,1-0,0:15:00.000,1981,,22.6,D31,512995235,55,22:08:00,900+0,0:15:00.000,2055,Yes,21.6,62.78947368421053,44.77777777777778,196.8125,0.9241111111111109,2.828,3.9707222222222223,[%emt 2.447] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,1-0,0:15:00.000,2065,Yes,21.6,C44,512995192,77,21:52:00,900+0,0:15:00.000,1971,,22.6,3.9615384615384617,30.12,272.02272727272725,2.4327199999999998,4.1288800000000005,1.3780000000000001,[%emt 4.101] Black checkmated
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,1-0,0:15:00.000,1977,,22.7,C44,512995144,55,21:42:00,900+0,0:15:00.000,2059,Yes,21.6,110.36842105263158,216.22222222222223,672.25,2.2745,2.897888888888889,1.8442222222222224,[%emt 2.337] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,0-1,0:15:00.000,2053,Yes,21.7,B40,512995110,102,21:23:00,900+0,0:15:00.000,1983,,22.7,-83.17142857142858,-513.9411764705883,-600.4242424242424,2.531941176470588,3.1150294117647057,0.759151515151515,[%emt 8.211] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,hastrman,JaiMan,1-0,0:15:00.000,1990,,22.7,D45,512995043,103,21:03:00,900+0,0:15:00.000,2046,Yes,21.7,91.85714285714286,138.05882352941177,430.97058823529414,1.939529411764706,3.681529411764706,0.9788235294117645,[%emt 5.153] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,JaiMan,hastrman,0-1,0:15:00.000,2039,Yes,21.7,C44,512994974,49,20:53:00,900+0,0:15:00.000,1997,,22.8,20.352941176470587,22.625,-138.25,1.2435625,3.635,1.958375,[%emt 13.383] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,MFajri,exeComp,0-1,0:15:00.000,2718,Yes,38.3,C96,512994844,60,20:10:00,900+5,0:15:00.000,1620,,95.3,52.57142857142857,18.75,-239.47368421052633,4.8681,4.2127,7.004052631578947,[%emt 20.392] White forfeits by disconnection
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2271,Yes,32.4,D06,512994660,24,19:36:00,900+0,0:15:00.000,1826,,32.4,37.666666666666664,184.5,-190.28571428571428,0.16749999999999998,0.28900000000000003,0.31128571428571433,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,IFDThor,Aromas,1-0,0:15:00.000,1827,,32.4,D46,512994656,57,19:33:00,900+0,0:15:00.000,2270,Yes,32.5,35.9,175.10526315789474,292.22222222222223,0.23757894736842103,0.776157894736842,0.5861111111111111,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2269,Yes,32.5,D00,512994653,44,19:31:00,900+0,0:15:00.000,1828,,32.5,-7.4,30.5,-529.1071428571429,0.37199999999999994,0.22428571428571434,0.5370714285714286,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,IFDThor,Aromas,1-0,0:15:00.000,1829,,32.5,D35,512994641,49,19:29:00,900+0,0:15:00.000,2268,Yes,32.5,55.1764705882353,168.3125,339.25,0.27649999999999997,0.3815,0.46025000000000005,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,nthmaster,konozrout,1-0,0:15:00.000,2281,Yes,41.8,B67,512994638,59,19:08:00,900+5,0:15:00.000,2121,,46.1,38.8,120.15789473684211,536.4375,0.2203684210526316,2.9974736842105263,8.328684210526315,[%emt 24.274] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2267,Yes,32.6,D06,512994633,46,19:25:00,900+0,0:15:00.000,1830,,32.5,160.1875,425.8666666666667,77.3076923076923,0.5414666666666667,1.2074666666666667,0.7559333333333332,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,IFDThor,Aromas,1-0,0:15:00.000,1831,,32.6,D45,512994621,57,19:22:00,900+0,0:15:00.000,2266,Yes,32.6,-7.4,29.263157894736842,555.5,0.23405263157894732,0.5720526315789474,0.5813333333333334,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2265,Yes,32.7,B12,512994611,66,19:15:00,900+0,0:15:00.000,1832,,32.6,121.34782608695652,95.54545454545455,-216.0952380952381,0.3153181818181818,1.3925454545454548,4.053857142857142,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2264,Yes,32.7,A50,512994584,44,19:13:00,900+0,0:15:00.000,1833,,32.7,40.733333333333334,178.71428571428572,-291.25,0.28864285714285715,0.31335714285714283,3.1846071428571427,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,IFDThor,Aromas,1-0,0:15:00.000,1834,,32.7,D31,512994579,51,19:12:00,900+0,0:15:00.000,2263,Yes,32.7,13.722222222222221,36.64705882352941,201.5,0.27799999999999997,0.42317647058823527,0.34681249999999997,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2262,Yes,32.8,B10,512994572,48,19:10:00,900+0,0:15:00.000,1835,,32.7,51.529411764705884,-192.4375,-354.8,0.15668749999999998,0.33975,0.6669333333333333,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,IFDThor,Aromas,1-0,0:15:00.000,1836,,32.8,D45,512994564,59,19:06:00,900+0,0:15:00.000,2261,Yes,32.8,-1.65,-166.10526315789474,491.6578947368421,0.3046842105263158,0.7819473684210527,0.698078947368421,[%emt 0.1] Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2260,Yes,32.9,A50,512994546,42,19:05:00,900+0,0:15:00.000,1837,,32.8,98.2,-41.214285714285715,-564.7777777777778,0.2922142857142857,0.35457142857142854,0.22261538461538463,[%emt 0.1] White checkmated
FICS rated standard game,FICS freechess.org,2022.11.25,?,Aromas,IFDThor,0-1,0:15:00.000,2259,Yes,32.9,B10,512994538,44,19:03:00,900+0,0:15:00.000,1838,,32.9,-26.8,46.07142857142857,-321.5357142857143,0.318,0.3164285714285714,0.35803571428571423,[%emt 0.1] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,konozrout,nthmaster,1/2-1/2,0:15:00.000,2117,,46.4,C47,512994162,97,17:22:00,900+5,0:15:00.000,2285,Yes,42.0,1.606060606060606,-59.53125,-3.03125,2.7400312500000004,3.4268437499999997,3.38578125,[%emt 8.602] Game drawn by repetition
FICS rated standard game,FICS freechess.org,2022.11.25,?,bebertherbar,JaiMan,0-1,0:15:00.000,1988,,22.7,C41,512994089,110,17:14:00,900+0,0:15:00.000,2013,,68.8,42.027027027027025,-63.361111111111114,-75.34722222222223,2.2336388888888887,2.1811111111111106,1.0980416666666666,[%emt 2.826] White forfeits on time
FICS rated standard game,FICS freechess.org,2022.11.25,?,family,GriffySr,1/2-1/2,0:15:00.000,2168,Yes,39.7,A40,512993958,152,17:06:00,900+0,0:15:00.000,2079,,49.2,238.2549019607843,66.08,42.67,0.8950400000000001,0.47818,1.9416799999999999,[%emt 0.1] Neither player has mating material
FICS rated standard game,FICS freechess.org,2022.11.25,?,Bjolin,geolas,0-1,0:20:00.000,2124,,117.0,B10,512993895,56,16:24:00,1200+5,0:20:00.000,1947,,119.4,67.36842105263158,39.611111111111114,-835.6111111111111,1.7019999999999997,20.291333333333334,6.4478888888888894,[%emt 2.598] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,geolas,Bjolin,1-0,0:20:00.000,1976,,124.7,A00,512993652,0,16:23:00,1200+5,0:20:00.000,2097,,121.9,,,,,,,Black resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,rodnojo,KnightMeKing,0-1,0:15:00.000,1968,,35.5,B00,512993557,80,15:59:00,900+0,0:15:00.000,2039,,29.0,-65.51851851851852,100.65384615384616,-519.8076923076924,0.5314615384615385,1.5571538461538463,1.1250384615384617,[%emt 9.001] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,KnightMeKing,rodnojo,0-1,0:15:00.000,2032,,29.1,A02,512993501,92,15:45:00,900+0,0:15:00.000,1975,,35.7,-214.06451612903226,-457.76666666666665,-712.45,0.7379,1.4462333333333333,1.3206,[%emt 0.924] White resigns
FICS rated standard game,FICS freechess.org,2022.11.25,?,Bjolin,geolas,1/2-1/2,0:20:00.000,2114,,128.1,B11,512993496,97,15:11:00,1200+5,0:20:00.000,1958,,131.4,10.636363636363637,-84.4375,349.59375,3.6479687499999995,8.01546875,0.9670937500000001,[%emt 3.16] Game drawn by mutual agreement
